[1/10000]: param_kd=01, param_n=01, param_alpha=01, param_delta=0.000 -> accuracy=0.4
[2734/10000]: param_kd=04, param_n=01, param_alpha=02, param_delta=0.100 -> accuracy=0.4
[2735/10000]: param_kd=04, param_n=08, param_alpha=08, param_delta=0.500 -> accuracy=0.4
[2736/10000]: param_kd=03, param_n=06, param_alpha=06, param_delta=0.700 -> accuracy=0.4
[2737/10000]: param_kd=04, param_n=04, param_alpha=04, param_delta=0.200 -> accuracy=0.4
[2738/10000]: param_kd=05, param_n=03, param_alpha=05, param_delta=0.000 -> accuracy=0.4
[2739/10000]: param_kd=05, param_n=01, param_alpha=09, param_delta=0.600 -> accuracy=0.4
[2740/10000]: param_kd=04, param_n=02, param_alpha=08, param_delta=0.000 -> accuracy=0.4
[2741/10000]: param_kd=02, param_n=04, param_alpha=09, param_delta=0.900 -> accuracy=0.4
[2742/10000]: param_kd=04, param_n=10, param_alpha=04, param_delta=0.300 -> accuracy=0.4
[2743/10000]: param_kd=04, param_n=04, param_alpha=04, param_delta=0.300 -> accuracy=0.4
[2744/10000]: param_kd=04, param_n=02, param_alpha=08, param_delta=0.100 -> accuracy=0.4
[2745/10000]: param_kd=03, param_n=09, param_alpha=08, param_delta=0.100 -> accuracy=1.0
[2746/10000]: param_kd=01, param_n=08, param_alpha=07, param_delta=0.800 -> accuracy=0.4
[2747/10000]: param_kd=01, param_n=07, param_alpha=02, param_delta=0.700 -> accuracy=0.4
[2748/10000]: param_kd=02, param_n=04, param_alpha=10, param_delta=0.000 -> accuracy=0.4
[2749/10000]: param_kd=04, param_n=04, param_alpha=04, param_delta=0.400 -> accuracy=0.4
[2750/10000]: param_kd=01, param_n=10, param_alpha=04, param_delta=0.500 -> accuracy=0.4
[2751/10000]: param_kd=04, param_n=07, param_alpha=04, param_delta=0.100 -> accuracy=0.4
[2752/10000]: param_kd=04, param_n=02, param_alpha=08, param_delta=0.200 -> accuracy=0.4
[2753/10000]: param_kd=04, param_n=04, param_alpha=04, param_delta=0.500 -> accuracy=0.4
[2754/10000]: param_kd=02, param_n=04, param_alpha=10, param_delta=0.100 -> accuracy=0.4
[2755/10000]: param_kd=04, param_n=01, param_alpha=02, param_delta=0.200 -> accuracy=0.4
[2756/10000]: param_kd=03, param_n=08, param_alpha=02, param_delta=0.100 -> accuracy=0.4
[2757/10000]: param_kd=04, param_n=02, param_alpha=08, param_delta=0.300 -> accuracy=0.4
[2758/10000]: param_kd=05, param_n=01, param_alpha=09, param_delta=0.700 -> accuracy=0.4
[2759/10000]: param_kd=04, param_n=05, param_alpha=07, param_delta=0.900 -> accuracy=0.4
[2760/10000]: param_kd=04, param_n=04, param_alpha=04, param_delta=0.600 -> accuracy=0.4
[2761/10000]: param_kd=02, param_n=04, param_alpha=10, param_delta=0.200 -> accuracy=0.4
[2762/10000]: param_kd=05, param_n=03, param_alpha=05, param_delta=0.100 -> accuracy=0.4
[2763/10000]: param_kd=04, param_n=02, param_alpha=08, param_delta=0.400 -> accuracy=0.4
[2764/10000]: param_kd=04, param_n=08, param_alpha=08, param_delta=0.600 -> accuracy=0.4
[2765/10000]: param_kd=04, param_n=04, param_alpha=04, param_delta=0.700 -> accuracy=0.4
[2766/10000]: param_kd=03, param_n=06, param_alpha=06, param_delta=0.800 -> accuracy=0.4
[2767/10000]: param_kd=02, param_n=04, param_alpha=10, param_delta=0.300 -> accuracy=0.4
[2768/10000]: param_kd=04, param_n=02, param_alpha=08, param_delta=0.500 -> accuracy=0.4
[2769/10000]: param_kd=04, param_n=10, param_alpha=04, param_delta=0.400 -> accuracy=0.4
[2770/10000]: param_kd=01, param_n=07, param_alpha=02, param_delta=0.800 -> accuracy=0.4
[2771/10000]: param_kd=04, param_n=04, param_alpha=04, param_delta=0.800 -> accuracy=0.4
[2772/10000]: param_kd=04, param_n=02, param_alpha=08, param_delta=0.600 -> accuracy=0.4
[2773/10000]: param_kd=02, param_n=04, param_alpha=10, param_delta=0.400 -> accuracy=0.4
[2774/10000]: param_kd=04, param_n=01, param_alpha=02, param_delta=0.300 -> accuracy=0.4
[2775/10000]: param_kd=04, param_n=04, param_alpha=04, param_delta=0.900 -> accuracy=0.4
[2776/10000]: param_kd=03, param_n=09, param_alpha=08, param_delta=0.200 -> accuracy=1.0
[2777/10000]: param_kd=01, param_n=08, param_alpha=07, param_delta=0.900 -> accuracy=0.4
[2778/10000]: param_kd=05, param_n=01, param_alpha=09, param_delta=0.800 -> accuracy=0.4
[2779/10000]: param_kd=04, param_n=02, param_alpha=08, param_delta=0.700 -> accuracy=0.4
[2780/10000]: param_kd=01, param_n=10, param_alpha=04, param_delta=0.600 -> accuracy=0.4
[2781/10000]: param_kd=04, param_n=07, param_alpha=04, param_delta=0.200 -> accuracy=0.4
[2782/10000]: param_kd=02, param_n=04, param_alpha=10, param_delta=0.500 -> accuracy=0.4
[2783/10000]: param_kd=04, param_n=04, param_alpha=05, param_delta=0.000 -> accuracy=0.4
[2784/10000]: param_kd=04, param_n=02, param_alpha=08, param_delta=0.800 -> accuracy=0.4
[2785/10000]: param_kd=05, param_n=03, param_alpha=05, param_delta=0.200 -> accuracy=0.4
[2786/10000]: param_kd=02, param_n=04, param_alpha=10, param_delta=0.600 -> accuracy=0.4
[2787/10000]: param_kd=03, param_n=08, param_alpha=02, param_delta=0.200 -> accuracy=0.4
[2788/10000]: param_kd=04, param_n=08, param_alpha=08, param_delta=0.700 -> accuracy=0.4
[2789/10000]: param_kd=04, param_n=04, param_alpha=05, param_delta=0.100 -> accuracy=0.4
[2790/10000]: param_kd=04, param_n=02, param_alpha=08, param_delta=0.900 -> accuracy=0.4
[2791/10000]: param_kd=04, param_n=05, param_alpha=08, param_delta=0.000 -> accuracy=0.4
[2792/10000]: param_kd=03, param_n=06, param_alpha=06, param_delta=0.900 -> accuracy=0.4
[2793/10000]: param_kd=01, param_n=07, param_alpha=02, param_delta=0.900 -> accuracy=0.4
[2794/10000]: param_kd=04, param_n=10, param_alpha=04, param_delta=0.500 -> accuracy=0.4
[2795/10000]: param_kd=04, param_n=02, param_alpha=09, param_delta=0.000 -> accuracy=0.4
[2796/10000]: param_kd=04, param_n=01, param_alpha=02, param_delta=0.400 -> accuracy=0.4
[2797/10000]: param_kd=05, param_n=01, param_alpha=09, param_delta=0.900 -> accuracy=0.4
[2798/10000]: param_kd=04, param_n=02, param_alpha=09, param_delta=0.100 -> accuracy=0.4
[2799/10000]: param_kd=03, param_n=06, param_alpha=07, param_delta=0.000 -> accuracy=0.4
[2800/10000]: param_kd=01, param_n=07, param_alpha=03, param_delta=0.000 -> accuracy=0.4
[2801/10000]: param_kd=05, param_n=01, param_alpha=10, param_delta=0.000 -> accuracy=0.4
[2802/10000]: param_kd=04, param_n=02, param_alpha=09, param_delta=0.200 -> accuracy=0.4
[2803/10000]: param_kd=05, param_n=01, param_alpha=10, param_delta=0.100 -> accuracy=0.4
[2804/10000]: param_kd=03, param_n=06, param_alpha=07, param_delta=0.100 -> accuracy=0.4
[2805/10000]: param_kd=03, param_n=09, param_alpha=08, param_delta=0.300 -> accuracy=1.0
[2806/10000]: param_kd=05, param_n=03, param_alpha=05, param_delta=0.300 -> accuracy=0.4
[2807/10000]: param_kd=01, param_n=07, param_alpha=03, param_delta=0.100 -> accuracy=0.4
[2808/10000]: param_kd=01, param_n=08, param_alpha=08, param_delta=0.000 -> accuracy=0.4
[2809/10000]: param_kd=01, param_n=10, param_alpha=04, param_delta=0.700 -> accuracy=0.4
[2810/10000]: param_kd=04, param_n=07, param_alpha=04, param_delta=0.300 -> accuracy=0.4
[2811/10000]: param_kd=02, param_n=04, param_alpha=10, param_delta=0.700 -> accuracy=0.4
[2812/10000]: param_kd=03, param_n=08, param_alpha=02, param_delta=0.300 -> accuracy=0.4
[2813/10000]: param_kd=04, param_n=02, param_alpha=09, param_delta=0.300 -> accuracy=0.4
[2814/10000]: param_kd=05, param_n=01, param_alpha=10, param_delta=0.200 -> accuracy=0.4
[2815/10000]: param_kd=04, param_n=04, param_alpha=05, param_delta=0.200 -> accuracy=0.4
[2816/10000]: param_kd=03, param_n=06, param_alpha=07, param_delta=0.200 -> accuracy=0.4
[2817/10000]: param_kd=04, param_n=08, param_alpha=08, param_delta=0.800 -> accuracy=0.4
[2818/10000]: param_kd=01, param_n=07, param_alpha=03, param_delta=0.200 -> accuracy=0.4
[2819/10000]: param_kd=05, param_n=01, param_alpha=10, param_delta=0.300 -> accuracy=0.4
[2820/10000]: param_kd=04, param_n=05, param_alpha=08, param_delta=0.100 -> accuracy=1.0
[2821/10000]: param_kd=04, param_n=02, param_alpha=09, param_delta=0.400 -> accuracy=0.4
[2822/10000]: param_kd=04, param_n=10, param_alpha=04, param_delta=0.600 -> accuracy=0.4
[2823/10000]: param_kd=04, param_n=01, param_alpha=02, param_delta=0.500 -> accuracy=0.4
[2824/10000]: param_kd=05, param_n=01, param_alpha=10, param_delta=0.400 -> accuracy=0.4
[2825/10000]: param_kd=04, param_n=02, param_alpha=09, param_delta=0.500 -> accuracy=0.4
[2826/10000]: param_kd=01, param_n=07, param_alpha=03, param_delta=0.300 -> accuracy=0.4
[2827/10000]: param_kd=03, param_n=06, param_alpha=07, param_delta=0.300 -> accuracy=0.4
[2828/10000]: param_kd=05, param_n=01, param_alpha=10, param_delta=0.500 -> accuracy=0.4
[2829/10000]: param_kd=04, param_n=02, param_alpha=09, param_delta=0.600 -> accuracy=0.4
[2830/10000]: param_kd=01, param_n=07, param_alpha=03, param_delta=0.400 -> accuracy=0.4
[2831/10000]: param_kd=05, param_n=01, param_alpha=10, param_delta=0.600 -> accuracy=0.4
[2832/10000]: param_kd=03, param_n=06, param_alpha=07, param_delta=0.400 -> accuracy=0.4
[2833/10000]: param_kd=05, param_n=03, param_alpha=05, param_delta=0.400 -> accuracy=0.4
[2834/10000]: param_kd=04, param_n=02, param_alpha=09, param_delta=0.700 -> accuracy=0.4
[2835/10000]: param_kd=02, param_n=04, param_alpha=10, param_delta=0.800 -> accuracy=0.4
[2836/10000]: param_kd=03, param_n=08, param_alpha=02, param_delta=0.400 -> accuracy=0.4
[2837/10000]: param_kd=05, param_n=01, param_alpha=10, param_delta=0.700 -> accuracy=0.4
[2838/10000]: param_kd=04, param_n=07, param_alpha=04, param_delta=0.400 -> accuracy=0.4
[2839/10000]: param_kd=01, param_n=07, param_alpha=03, param_delta=0.500 -> accuracy=0.4
[2840/10000]: param_kd=04, param_n=01, param_alpha=02, param_delta=0.600 -> accuracy=0.4
[2841/10000]: param_kd=04, param_n=04, param_alpha=05, param_delta=0.300 -> accuracy=0.4
[2842/10000]: param_kd=04, param_n=02, param_alpha=09, param_delta=0.800 -> accuracy=0.4
[2843/10000]: param_kd=03, param_n=06, param_alpha=07, param_delta=0.500 -> accuracy=0.4
[2844/10000]: param_kd=03, param_n=09, param_alpha=08, param_delta=0.400 -> accuracy=0.4
[2845/10000]: param_kd=05, param_n=01, param_alpha=10, param_delta=0.800 -> accuracy=0.4
[2846/10000]: param_kd=01, param_n=08, param_alpha=08, param_delta=0.100 -> accuracy=1.0
[2847/10000]: param_kd=04, param_n=08, param_alpha=08, param_delta=0.900 -> accuracy=0.4
[2848/10000]: param_kd=04, param_n=05, param_alpha=08, param_delta=0.200 -> accuracy=1.0
[2849/10000]: param_kd=04, param_n=10, param_alpha=04, param_delta=0.700 -> accuracy=0.4
[2850/10000]: param_kd=05, param_n=01, param_alpha=10, param_delta=0.900 -> accuracy=0.4
[2851/10000]: param_kd=01, param_n=07, param_alpha=03, param_delta=0.600 -> accuracy=0.4
[2852/10000]: param_kd=04, param_n=02, param_alpha=09, param_delta=0.900 -> accuracy=0.4
[2853/10000]: param_kd=01, param_n=10, param_alpha=04, param_delta=0.800 -> accuracy=0.4
[2854/10000]: param_kd=03, param_n=06, param_alpha=07, param_delta=0.600 -> accuracy=0.4
[2855/10000]: param_kd=05, param_n=02, param_alpha=01, param_delta=0.000 -> accuracy=0.4
[2856/10000]: param_kd=04, param_n=02, param_alpha=10, param_delta=0.000 -> accuracy=0.4
[2857/10000]: param_kd=01, param_n=07, param_alpha=03, param_delta=0.700 -> accuracy=0.4
[2858/10000]: param_kd=05, param_n=03, param_alpha=05, param_delta=0.500 -> accuracy=0.4
[2859/10000]: param_kd=03, param_n=06, param_alpha=07, param_delta=0.700 -> accuracy=0.4
[2860/10000]: param_kd=05, param_n=02, param_alpha=01, param_delta=0.100 -> accuracy=0.4
[2861/10000]: param_kd=04, param_n=01, param_alpha=02, param_delta=0.700 -> accuracy=0.4
[2862/10000]: param_kd=04, param_n=02, param_alpha=10, param_delta=0.100 -> accuracy=0.4
[2863/10000]: param_kd=03, param_n=08, param_alpha=02, param_delta=0.500 -> accuracy=0.4
[2864/10000]: param_kd=05, param_n=02, param_alpha=01, param_delta=0.200 -> accuracy=0.4
[2865/10000]: param_kd=02, param_n=04, param_alpha=10, param_delta=0.900 -> accuracy=0.4
[2866/10000]: param_kd=04, param_n=07, param_alpha=04, param_delta=0.500 -> accuracy=0.4
[2867/10000]: param_kd=03, param_n=06, param_alpha=07, param_delta=0.800 -> accuracy=0.4
[2868/10000]: param_kd=04, param_n=02, param_alpha=10, param_delta=0.200 -> accuracy=0.4
[2869/10000]: param_kd=04, param_n=04, param_alpha=05, param_delta=0.400 -> accuracy=0.4
[2870/10000]: param_kd=02, param_n=05, param_alpha=01, param_delta=0.000 -> accuracy=0.4
[2871/10000]: param_kd=04, param_n=10, param_alpha=04, param_delta=0.800 -> accuracy=0.4
[2872/10000]: param_kd=04, param_n=08, param_alpha=09, param_delta=0.000 -> accuracy=0.4
[2873/10000]: param_kd=03, param_n=09, param_alpha=08, param_delta=0.500 -> accuracy=0.4
[2874/10000]: param_kd=04, param_n=05, param_alpha=08, param_delta=0.300 -> accuracy=1.0
[2875/10000]: param_kd=04, param_n=01, param_alpha=02, param_delta=0.800 -> accuracy=0.4
[2876/10000]: param_kd=01, param_n=08, param_alpha=08, param_delta=0.200 -> accuracy=1.0
[2877/10000]: param_kd=02, param_n=05, param_alpha=01, param_delta=0.100 -> accuracy=0.4
[2878/10000]: param_kd=05, param_n=03, param_alpha=05, param_delta=0.600 -> accuracy=0.4
[2879/10000]: param_kd=05, param_n=04, param_alpha=10, param_delta=0.600 -> accuracy=0.4
[2880/10000]: param_kd=05, param_n=02, param_alpha=01, param_delta=0.300 -> accuracy=0.4
[2881/10000]: param_kd=01, param_n=10, param_alpha=04, param_delta=0.900 -> accuracy=0.4
[2882/10000]: param_kd=03, param_n=08, param_alpha=02, param_delta=0.600 -> accuracy=0.4
[2883/10000]: param_kd=02, param_n=05, param_alpha=01, param_delta=0.200 -> accuracy=0.4
[2884/10000]: param_kd=04, param_n=02, param_alpha=10, param_delta=0.300 -> accuracy=0.4
[2885/10000]: param_kd=04, param_n=07, param_alpha=04, param_delta=0.600 -> accuracy=0.4
[2886/10000]: param_kd=04, param_n=04, param_alpha=05, param_delta=0.500 -> accuracy=0.4
[2887/10000]: param_kd=01, param_n=10, param_alpha=05, param_delta=0.000 -> accuracy=0.4
[2888/10000]: param_kd=04, param_n=01, param_alpha=02, param_delta=0.900 -> accuracy=0.4
[2889/10000]: param_kd=02, param_n=05, param_alpha=01, param_delta=0.300 -> accuracy=0.4
[2890/10000]: param_kd=05, param_n=02, param_alpha=01, param_delta=0.400 -> accuracy=0.4
[2891/10000]: param_kd=03, param_n=06, param_alpha=07, param_delta=0.900 -> accuracy=0.4
[2892/10000]: param_kd=04, param_n=10, param_alpha=04, param_delta=0.900 -> accuracy=0.4
[2893/10000]: param_kd=05, param_n=03, param_alpha=05, param_delta=0.700 -> accuracy=0.4
[2894/10000]: param_kd=01, param_n=10, param_alpha=05, param_delta=0.100 -> accuracy=0.4
[2895/10000]: param_kd=02, param_n=05, param_alpha=01, param_delta=0.400 -> accuracy=0.4
[2896/10000]: param_kd=05, param_n=04, param_alpha=10, param_delta=0.700 -> accuracy=0.4
[2897/10000]: param_kd=04, param_n=05, param_alpha=08, param_delta=0.400 -> accuracy=0.4
[2898/10000]: param_kd=04, param_n=08, param_alpha=09, param_delta=0.100 -> accuracy=1.0
[2899/10000]: param_kd=03, param_n=09, param_alpha=08, param_delta=0.600 -> accuracy=0.4
[2900/10000]: param_kd=04, param_n=02, param_alpha=10, param_delta=0.400 -> accuracy=0.4
[2901/10000]: param_kd=02, param_n=05, param_alpha=01, param_delta=0.500 -> accuracy=0.4
[2902/10000]: param_kd=03, param_n=08, param_alpha=02, param_delta=0.700 -> accuracy=0.4
[2903/10000]: param_kd=04, param_n=01, param_alpha=03, param_delta=0.000 -> accuracy=0.4
[2904/10000]: param_kd=01, param_n=08, param_alpha=08, param_delta=0.300 -> accuracy=0.4
[2905/10000]: param_kd=05, param_n=02, param_alpha=01, param_delta=0.500 -> accuracy=0.4
[2906/10000]: param_kd=02, param_n=05, param_alpha=01, param_delta=0.600 -> accuracy=0.4
[2907/10000]: param_kd=04, param_n=07, param_alpha=04, param_delta=0.700 -> accuracy=0.4
[2908/10000]: param_kd=04, param_n=04, param_alpha=05, param_delta=0.600 -> accuracy=0.4
[2909/10000]: param_kd=05, param_n=03, param_alpha=05, param_delta=0.800 -> accuracy=0.4
[2910/10000]: param_kd=02, param_n=05, param_alpha=01, param_delta=0.700 -> accuracy=0.4
[2911/10000]: param_kd=04, param_n=10, param_alpha=05, param_delta=0.000 -> accuracy=0.4
[2912/10000]: param_kd=04, param_n=01, param_alpha=03, param_delta=0.100 -> accuracy=0.4
[2913/10000]: param_kd=05, param_n=04, param_alpha=10, param_delta=0.800 -> accuracy=0.4
[2914/10000]: param_kd=05, param_n=02, param_alpha=01, param_delta=0.600 -> accuracy=0.4
[2915/10000]: param_kd=04, param_n=02, param_alpha=10, param_delta=0.500 -> accuracy=0.4
[2916/10000]: param_kd=02, param_n=05, param_alpha=01, param_delta=0.800 -> accuracy=0.4
[2917/10000]: param_kd=03, param_n=06, param_alpha=08, param_delta=0.000 -> accuracy=0.4
[2918/10000]: param_kd=04, param_n=05, param_alpha=08, param_delta=0.500 -> accuracy=0.4
[2919/10000]: param_kd=03, param_n=08, param_alpha=02, param_delta=0.800 -> accuracy=0.4
[2920/10000]: param_kd=05, param_n=06, param_alpha=06, param_delta=0.300 -> accuracy=0.4
[2921/10000]: param_kd=02, param_n=05, param_alpha=01, param_delta=0.900 -> accuracy=0.4
[2922/10000]: param_kd=03, param_n=09, param_alpha=08, param_delta=0.700 -> accuracy=0.4
[2923/10000]: param_kd=04, param_n=08, param_alpha=09, param_delta=0.200 -> accuracy=1.0
[2924/10000]: param_kd=05, param_n=03, param_alpha=05, param_delta=0.900 -> accuracy=0.4
[2925/10000]: param_kd=04, param_n=04, param_alpha=05, param_delta=0.700 -> accuracy=0.4
[2926/10000]: param_kd=02, param_n=05, param_alpha=02, param_delta=0.000 -> accuracy=0.4
[2927/10000]: param_kd=04, param_n=07, param_alpha=04, param_delta=0.800 -> accuracy=0.4
[2928/10000]: param_kd=05, param_n=02, param_alpha=01, param_delta=0.700 -> accuracy=0.4
[2929/10000]: param_kd=04, param_n=01, param_alpha=03, param_delta=0.200 -> accuracy=0.4
[2930/10000]: param_kd=01, param_n=08, param_alpha=08, param_delta=0.400 -> accuracy=0.4
[2931/10000]: param_kd=05, param_n=03, param_alpha=06, param_delta=0.000 -> accuracy=0.4
[2932/10000]: param_kd=04, param_n=02, param_alpha=10, param_delta=0.600 -> accuracy=0.4
[2933/10000]: param_kd=05, param_n=04, param_alpha=10, param_delta=0.900 -> accuracy=0.4
[2934/10000]: param_kd=04, param_n=10, param_alpha=05, param_delta=0.100 -> accuracy=0.4
[2935/10000]: param_kd=03, param_n=08, param_alpha=02, param_delta=0.900 -> accuracy=0.4
[2936/10000]: param_kd=05, param_n=05, param_alpha=01, param_delta=0.000 -> accuracy=0.4
[2937/10000]: param_kd=05, param_n=03, param_alpha=06, param_delta=0.100 -> accuracy=0.4
[2938/10000]: param_kd=04, param_n=05, param_alpha=08, param_delta=0.600 -> accuracy=0.4
[2939/10000]: param_kd=05, param_n=02, param_alpha=01, param_delta=0.800 -> accuracy=0.4
[2940/10000]: param_kd=04, param_n=01, param_alpha=03, param_delta=0.300 -> accuracy=0.4
[2941/10000]: param_kd=05, param_n=05, param_alpha=01, param_delta=0.100 -> accuracy=0.4
[2942/10000]: param_kd=03, param_n=06, param_alpha=08, param_delta=0.100 -> accuracy=0.4
[2943/10000]: param_kd=04, param_n=04, param_alpha=05, param_delta=0.800 -> accuracy=0.4
[2944/10000]: param_kd=03, param_n=08, param_alpha=03, param_delta=0.000 -> accuracy=0.4
[2945/10000]: param_kd=05, param_n=06, param_alpha=06, param_delta=0.400 -> accuracy=0.4
[2946/10000]: param_kd=05, param_n=03, param_alpha=06, param_delta=0.200 -> accuracy=0.4
[2947/10000]: param_kd=04, param_n=08, param_alpha=09, param_delta=0.300 -> accuracy=1.0
[2948/10000]: param_kd=04, param_n=07, param_alpha=04, param_delta=0.900 -> accuracy=0.4
[2949/10000]: param_kd=03, param_n=09, param_alpha=08, param_delta=0.800 -> accuracy=0.4
[2950/10000]: param_kd=04, param_n=02, param_alpha=10, param_delta=0.700 -> accuracy=0.4
[2951/10000]: param_kd=05, param_n=05, param_alpha=01, param_delta=0.200 -> accuracy=0.4
[2952/10000]: param_kd=03, param_n=08, param_alpha=03, param_delta=0.100 -> accuracy=0.4
[2953/10000]: param_kd=02, param_n=05, param_alpha=02, param_delta=0.100 -> accuracy=0.4
[2954/10000]: param_kd=05, param_n=03, param_alpha=06, param_delta=0.300 -> accuracy=0.4
[2955/10000]: param_kd=05, param_n=05, param_alpha=01, param_delta=0.300 -> accuracy=0.4
